STATE,ZIPCODE,AGI_STUB,N1
KS,66207,5,1730
KS,66207,6,990
KS,66208,1,2220
KS,66208,2,1780
KS,66208,3,1670
KS,66208,4,1240
KS,66208,5,2470
KS,66208,6,1770
KS,66209,1,2080
KS,66209,2,1380
KS,66209,3,1100
KS,66209,4,870
KS,66209,5,2400
KS,66209,6,2160
KS,66210,1,2410
KS,66210,2,2260
KS,66210,3,1700
KS,66210,4,1110
KS,66210,5,1970
KS,66210,6,480
KS,66211,1,570
KS,66211,2,410
KS,66211,3,340
KS,66211,4,220
KS,66211,5,420
KS,66211,6,730
KS,66212,1,4950
KS,66212,2,4820
KS,66212,3,2880
KS,66212,4,1780
KS,66212,5,2150
KS,66212,6,410
KS,66213,1,3700
KS,66213,2,2600
KS,66213,3,2050
KS,66213,4,1400
KS,66213,5,3590
KS,66213,6,1760
KS,66214,1,1960
KS,66214,2,1760
KS,66214,3,940
KS,66214,4,600
KS,66214,5,890
KS,66214,6,150
KS,66215,1,3600
KS,66215,2,3210
KS,66215,3,2140
KS,66215,4,1570
KS,66215,5,2470
KS,66215,6,490
KS,66216,1,3410
KS,66216,2,2430
KS,66216,3,1730
KS,66216,4,1370
KS,66216,5,2650
KS,66216,6,930
KS,66217,1,790
KS,66217,2,540
KS,66217,3,330
KS,66217,4,210
KS,66217,5,510
KS,66217,6,320
KS,66218,1,960
KS,66218,2,510
KS,66218,3,460
KS,66218,4,470
KS,66218,5,1290
KS,66218,6,370
KS,66219,1,1580
KS,66219,2,1560
KS,66219,3,1050
KS,66219,4,700
KS,66219,5,1280
KS,66219,6,400
KS,66220,1,830
KS,66220,2,390
KS,66220,3,300
KS,66220,4,280
KS,66220,5,1150
KS,66220,6,940
KS,66221,1,2360
KS,66221,2,940
KS,66221,3,670
KS,66221,4,550
KS,66221,5,2390
KS,66221,6,2980
KS,66223,1,2770
KS,66223,2,1850
KS,66223,3,1780
KS,66223,4,1350
KS,66223,5,2690
KS,66223,6,1210
KS,66224,1,1440
KS,66224,2,560
KS,66224,3,440
KS,66224,4,430
KS,66224,5,1460
KS,66224,6,1750
KS,66226,1,1460
KS,66226,2,750
KS,66226,3,600
KS,66226,4,650
KS,66226,5,1950
KS,66226,6,740
KS,66227,1,720
KS,66227,2,460
KS,66227,3,440
KS,66227,4,400
KS,66227,5,1040
KS,66227,6,440
KS,66401,1,280
KS,66401,2,170
KS,66401,3,150
KS,66401,4,130
KS,66401,5,110
KS,66401,6,20
KS,66402,1,410
KS,66402,2,300
KS,66402,3,190
KS,66402,4,180
KS,66402,5,240
KS,66402,6,80
KS,66403,1,150
KS,66403,2,90
KS,66403,3,50
KS,66403,4,40
KS,66403,5,40
KS,66403,6,0
KS,66404,1,90
KS,66404,2,60
KS,66404,3,50
KS,66404,4,30
KS,66404,5,30
KS,66404,6,0
KS,66406,1,70
KS,66406,2,60
KS,66406,3,30
KS,66406,4,20
KS,66406,5,20
KS,66406,6,0
KS,66407,1,60
KS,66407,2,60
KS,66407,3,40
KS,66407,4,20
KS,66407,5,30
KS,66407,6,0
KS,66408,1,80
KS,66408,2,50
KS,66408,3,40
KS,66408,4,30
KS,66408,5,30
KS,66408,6,0
KS,66409,1,430
KS,66409,2,280
KS,66409,3,240
KS,66409,4,230
KS,66409,5,390
KS,66409,6,60
KS,66411,1,230
KS,66411,2,130
KS,66411,3,80
KS,66411,4,70
KS,66411,5,50
KS,66411,6,0
KS,66412,1,40
KS,66412,2,40
KS,66412,3,30
KS,66412,4,40
KS,66412,5,0
KS,66412,6,0
KS,66413,1,310
KS,66413,2,230
KS,66413,3,150
KS,66413,4,80
KS,66413,5,80
KS,66413,6,0
KS,66414,1,440
KS,66414,2,340
KS,66414,3,230
KS,66414,4,150
KS,66414,5,130
KS,66414,6,0
KS,66415,1,140
KS,66415,2,120
KS,66415,3,70
KS,66415,4,40
KS,66415,5,50
KS,66415,6,0
KS,66416,1,70
KS,66416,2,60
KS,66416,3,30
KS,66416,4,50
KS,66416,5,0
KS,66416,6,0
KS,66417,1,60
KS,66417,2,40
KS,66417,3,40
KS,66417,4,20
KS,66417,5,20
KS,66417,6,0
KS,66418,1,80
KS,66418,2,60
KS,66418,3,60
KS,66418,4,30
KS,66418,5,30
KS,66418,6,0
KS,66419,1,60
KS,66419,2,50
KS,66419,3,30
KS,66419,4,30
KS,66419,5,0
KS,66419,6,0
KS,66422,1,80
KS,66422,2,70
KS,66422,3,30
KS,66422,4,40
KS,66422,5,0
KS,66422,6,0
KS,66423,1,130
KS,66423,2,100
KS,66423,3,60
KS,66423,4,40
KS,66423,5,50
KS,66423,6,0
KS,66424,1,80
KS,66424,2,60
KS,66424,3,50
KS,66424,4,30
KS,66424,5,30
KS,66424,6,0
KS,66425,1,80
KS,66425,2,70
KS,66425,3,40
KS,66425,4,20
KS,66425,5,20
KS,66425,6,0
KS,66427,1,170
KS,66427,2,140
KS,66427,3,110
KS,66427,4,90
KS,66427,5,80
KS,66427,6,0
KS,66428,1,70
KS,66428,2,50
KS,66428,3,30
KS,66428,4,30
KS,66428,5,0
KS,66428,6,0
KS,66429,1,110
KS,66429,2,60
KS,66429,3,60
KS,66429,4,30
KS,66429,5,40
KS,66429,6,0
KS,66431,1,100
KS,66431,2,70
KS,66431,3,60
KS,66431,4,30
KS,66431,5,20
KS,66431,6,0
KS,66432,1,70
KS,66432,2,50
KS,66432,3,30
KS,66432,4,40
KS,66432,5,0
KS,66432,6,0
KS,66434,1,790
KS,66434,2,530
KS,66434,3,350
KS,66434,4,200
KS,66434,5,200
KS,66434,6,50
KS,66436,1,990
KS,66436,2,660
KS,66436,3,410
KS,66436,4,290
KS,66436,5,290
KS,66436,6,50
KS,66438,1,60
KS,66438,2,30
KS,66438,3,20
KS,66438,4,30
KS,66438,5,0
KS,66438,6,0
KS,66439,1,470
KS,66439,2,330
KS,66439,3,140
KS,66439,4,90
KS,66439,5,70
KS,66439,6,0
KS,66440,1,290
KS,66440,2,250
KS,66440,3,140
KS,66440,4,140
KS,66440,5,150
KS,66440,6,0
KS,66441,1,4440
KS,66441,2,3700
KS,66441,3,1830
KS,66441,4,910
KS,66441,5,800
KS,66441,6,80
KS,66442,1,2060
KS,66442,2,2860
KS,66442,3,710
KS,66442,4,220
KS,66442,5,110
KS,66442,6,0
KS,66449,1,140
KS,66449,2,110
KS,66449,3,60
KS,66449,4,40
KS,66449,5,30
KS,66449,6,0
KS,66451,1,260
KS,66451,2,190
KS,66451,3,140
KS,66451,4,110
KS,66451,5,100
KS,66451,6,0
KS,66502,1,6460
KS,66502,2,4290
KS,66502,3,2150
KS,66502,4,1410
KS,66502,5,1730
KS,66502,6,370
KS,66503,1,1760
KS,66503,2,1430
KS,66503,3,1110
KS,66503,4,880
KS,66503,5,1530
KS,66503,6,530
KS,66507,1,160
KS,66507,2,110
KS,66507,3,80
KS,66507,4,80
KS,66507,5,100
KS,66507,6,0
KS,66508,1,800
KS,66508,2,480
KS,66508,3,330
KS,66508,4,220
KS,66508,5,200
KS,66508,6,40
KS,66509,1,400
KS,66509,2,360
KS,66509,3,190
KS,66509,4,100
KS,66509,5,100
KS,66509,6,0
KS,66510,1,130
KS,66510,2,80
KS,66510,3,60
KS,66510,4,30
KS,66510,5,50
KS,66510,6,0
KS,66512,1,470
KS,66512,2,370
KS,66512,3,280
KS,66512,4,230
KS,66512,5,240
KS,66512,6,30
KS,66514,1,190
KS,66514,2,190
KS,66514,3,130
KS,66514,4,90
KS,66514,5,170
KS,66514,6,0
KS,66515,1,80
KS,66515,2,40
KS,66515,3,50
KS,66515,4,50
KS,66515,5,0
KS,66515,6,0
KS,66516,1,60
KS,66516,2,40
KS,66516,3,30
KS,66516,4,30
KS,66516,5,0
KS,66516,6,0
KS,66517,1,300
KS,66517,2,230
KS,66517,3,130
KS,66517,4,60
KS,66517,5,20
KS,66517,6,0
KS,66520,1,80
KS,66520,2,70
KS,66520,3,50
KS,66520,4,40
KS,66520,5,40
KS,66520,6,0
KS,66521,1,250
KS,66521,2,180
KS,66521,3,120
KS,66521,4,80
KS,66521,5,80
KS,66521,6,0
KS,66523,1,660
KS,66523,2,440
KS,66523,3,230
KS,66523,4,160
KS,66523,5,150
KS,66523,6,20
KS,66524,1,390
KS,66524,2,270
KS,66524,3,210
KS,66524,4,140
KS,66524,5,200
KS,66524,6,0
KS,66526,1,100
KS,66526,2,70
KS,66526,3,60
KS,66526,4,60
KS,66526,5,50
KS,66526,6,0
KS,66528,1,150
KS,66528,2,90
KS,66528,3,50
KS,66528,4,40
KS,66528,5,20
KS,66528,6,0
KS,66531,1,210
KS,66531,2,160
KS,66531,3,100
KS,66531,4,80
KS,66531,5,90
KS,66531,6,0
KS,66532,1,90
KS,66532,2,70
KS,66532,3,40
KS,66532,4,30
KS,66532,5,30
KS,66532,6,0
KS,66533,1,260
KS,66533,2,180
KS,66533,3,120
KS,66533,4,100
KS,66533,5,130
KS,66533,6,0
KS,66534,1,570
KS,66534,2,370
KS,66534,3,280
KS,66534,4,180
KS,66534,5,250
KS,66534,6,70
KS,66535,1,420
KS,66535,2,340
KS,66535,3,220
KS,66535,4,160
KS,66535,5,210
KS,66535,6,40
KS,66536,1,640
KS,66536,2,370
KS,66536,3,260
KS,66536,4,200
KS,66536,5,160
KS,66536,6,40
KS,66537,1,230
KS,66537,2,150
KS,66537,3,110
KS,66537,4,70
KS,66537,5,80
KS,66537,6,0
KS,66538,1,580
KS,66538,2,370
KS,66538,3,250
KS,66538,4,190
KS,66538,5,210
KS,66538,6,50
KS,66539,1,350
KS,66539,2,300
KS,66539,3,220
KS,66539,4,180
KS,66539,5,260
KS,66539,6,40
KS,66540,1,80
KS,66540,2,50
KS,66540,3,40
KS,66540,4,20
KS,66540,5,20
KS,66540,6,0
KS,66541,1,40
KS,66541,2,40
KS,66541,3,30
KS,66541,4,0
KS,66541,5,0
KS,66541,6,0
KS,66542,1,470
KS,66542,2,320
KS,66542,3,270
KS,66542,4,260
KS,66542,5,340
KS,66542,6,50
KS,66543,1,120
KS,66543,2,80
KS,66543,3,60
KS,66543,4,40
KS,66543,5,60
KS,66543,6,0
KS,66544,1,50
KS,66544,2,50
KS,66544,3,40
KS,66544,4,0
KS,66544,5,20
KS,66544,6,0
KS,66546,1,120
KS,66546,2,120
KS,66546,3,90
KS,66546,4,70
KS,66546,5,130
KS,66546,6,0
KS,66547,1,1160
KS,66547,2,850
KS,66547,3,620
KS,66547,4,520
KS,66547,5,670
KS,66547,6,120
KS,66548,1,160
KS,66548,2,110
KS,66548,3,80
KS,66548,4,50
KS,66548,5,40
KS,66548,6,0
KS,66549,1,280
KS,66549,2,180
KS,66549,3,100
KS,66549,4,90
KS,66549,5,110
KS,66549,6,0
KS,66550,1,90
KS,66550,2,80
KS,66550,3,40
KS,66550,4,30
KS,66550,5,20
KS,66550,6,0
KS,66552,1,70
KS,66552,2,60
KS,66552,3,30
KS,66552,4,30
KS,66552,5,0
KS,66552,6,0
KS,66554,1,70
KS,66554,2,60
KS,66554,3,40
KS,66554,4,30
KS,66554,5,30
KS,66554,6,0
KS,66603,1,340
KS,66603,2,150
KS,66603,3,80
KS,66603,4,0
KS,66603,5,20
KS,66603,6,0
KS,66604,1,4350
KS,66604,2,3300
KS,66604,3,1600
KS,66604,4,890
KS,66604,5,810
KS,66604,6,180
KS,66605,1,3730
KS,66605,2,2430
KS,66605,3,1170
KS,66605,4,740
KS,66605,5,810
KS,66605,6,60
KS,66606,1,2000
KS,66606,2,1600
KS,66606,3,740
KS,66606,4,400
KS,66606,5,360
KS,66606,6,100
KS,66607,1,1830
KS,66607,2,1030
KS,66607,3,300
KS,66607,4,70
KS,66607,5,50
KS,66607,6,0
KS,66608,1,1170
KS,66608,2,720
KS,66608,3,300
KS,66608,4,120
KS,66608,5,80
KS,66608,6,0
KS,66609,1,1280
KS,66609,2,970
KS,66609,3,530
KS,66609,4,330
KS,66609,5,340
KS,66609,6,40
KS,66610,1,1110
KS,66610,2,640
KS,66610,3,570
KS,66610,4,630
KS,66610,5,1220
KS,66610,6,580
KS,66611,1,1700
KS,66611,2,1550
KS,66611,3,750
KS,66611,4,400
KS,66611,5,430
KS,66611,6,100
KS,66612,1,500
KS,66612,2,210
KS,66612,3,50
KS,66612,4,30
KS,66612,5,0
KS,66612,6,0
KS,66614,1,4660
KS,66614,2,4070
KS,66614,3,2520
KS,66614,4,1760
KS,66614,5,2070
KS,66614,6,410
KS,66615,1,410
KS,66615,2,340
KS,66615,3,260
KS,66615,4,230
KS,66615,5,280
KS,66615,6,80
KS,66616,1,1200
KS,66616,2,890
KS,66616,3,350
KS,66616,4,170
KS,66616,5,90
KS,66616,6,0
KS,66617,1,1180
KS,66617,2,1030
KS,66617,3,730
KS,66617,4,580
KS,66617,5,740
KS,66617,6,90
KS,66618,1,1190
KS,66618,2,950
KS,66618,3,730
KS,66618,4,600
KS,66618,5,970
KS,66618,6,160
KS,66619,1,580
KS,66619,2,470
KS,66619,3,220
KS,66619,4,80
KS,66619,5,60
KS,66619,6,0
KS,66701,1,2150
KS,66701,2,1280
KS,66701,3,680
KS,66701,4,390
KS,66701,5,330
KS,66701,6,80
KS,66710,1,120
KS,66710,2,80
KS,66710,3,40
KS,66710,4,20
KS,66710,5,20
KS,66710,6,0
KS,66711,1,90
KS,66711,2,60
KS,66711,3,30
KS,66711,4,20
KS,66711,5,30
KS,66711,6,0
KS,66712,1,320
KS,66712,2,220
KS,66712,3,110
KS,66712,4,70
KS,66712,5,70
KS,66712,6,0
KS,66713,1,920
KS,66713,2,590
KS,66713,3,360
KS,66713,4,160
KS,66713,5,140
KS,66713,6,20
KS,66716,1,80
KS,66716,2,60
KS,66716,3,50
KS,66716,4,0
KS,66716,5,0
KS,66716,6,0
KS,66717,1,90
KS,66717,2,60
KS,66717,3,30
KS,66717,4,30
KS,66717,5,0
KS,66717,6,0
KS,66720,1,1930
KS,66720,2,1170
KS,66720,3,710
KS,66720,4,390
KS,66720,5,370
KS,66720,6,80
KS,66724,1,190
KS,66724,2,110
KS,66724,3,60
KS,66724,4,40
KS,66724,5,40
KS,66724,6,0
KS,66725,1,920
KS,66725,2,590
KS,66725,3,340
KS,66725,4,190
KS,66725,5,220
KS,66725,6,40
KS,66732,1,30
KS,66732,2,40
KS,66732,3,30
KS,66732,4,0
KS,66732,5,0
KS,66732,6,0
KS,66733,1,310
KS,66733,2,250
KS,66733,3,160
KS,66733,4,80
KS,66733,5,100
KS,66733,6,0
KS,66734,1,50
KS,66734,2,30
KS,66734,3,30
KS,66734,4,20
KS,66734,5,20
KS,66734,6,0
KS,66735,1,80
KS,66735,2,50
KS,66735,3,40
KS,66735,4,40
KS,66735,5,0
KS,66735,6,0
KS,66736,1,630
KS,66736,2,410
KS,66736,3,240
KS,66736,4,120
KS,66736,5,120
KS,66736,6,30
KS,66738,1,60
KS,66738,2,50
KS,66738,3,20
KS,66738,4,30
KS,66738,5,0
KS,66738,6,0
KS,66739,1,930
KS,66739,2,520
KS,66739,3,310
KS,66739,4,180
KS,66739,5,160
KS,66739,6,0
KS,66740,1,80
KS,66740,2,50
KS,66740,3,30
KS,66740,4,30
KS,66740,5,0
KS,66740,6,0
KS,66743,1,690
KS,66743,2,470
KS,66743,3,280
KS,66743,4,180
KS,66743,5,180
KS,66743,6,30
KS,66746,1,50
KS,66746,2,30
KS,66746,3,30
KS,66746,4,0
KS,66746,5,0
KS,66746,6,0
KS,66748,1,450
KS,66748,2,320
KS,66748,3,190
KS,66748,4,130
KS,66748,5,120
KS,66748,6,0
KS,66749,1,1450
KS,66749,2,870
KS,66749,3,480
KS,66749,4,270
KS,66749,5,210
KS,66749,6,50
KS,66751,1,150
KS,66751,2,120
KS,66751,3,40
KS,66751,4,30
KS,66751,5,0
KS,66751,6,0
KS,66753,1,170
KS,66753,2,110
KS,66753,3,80
KS,66753,4,70
KS,66753,5,40
KS,66753,6,0
KS,66754,1,80
KS,66754,2,50
KS,66754,3,40
KS,66754,4,0
KS,66754,5,0
KS,66754,6,0
KS,66755,1,180
KS,66755,2,120
KS,66755,3,60
KS,66755,4,50
KS,66755,5,50
KS,66755,6,0
KS,66756,1,160
KS,66756,2,100
KS,66756,3,60
KS,66756,4,30
KS,66756,5,20
KS,66756,6,0
KS,66757,1,570
KS,66757,2,390
KS,66757,3,240
KS,66757,4,110
KS,66757,5,120
KS,66757,6,30
KS,66761,1,40
KS,66761,2,30
KS,66761,3,30
KS,66761,4,0
KS,66761,5,0
KS,66761,6,0
KS,66762,1,4420
KS,66762,2,2390
KS,66762,3,1130
KS,66762,4,720
KS,66762,5,870
KS,66762,6,210
KS,66763,1,550
KS,66763,2,410
KS,66763,3,230
KS,66763,4,150
KS,66763,5,150
KS,66763,6,0
KS,66767,1,80
KS,66767,2,60
KS,66767,3,20
KS,66767,4,30
KS,66767,5,0
KS,66767,6,0
KS,66769,1,80
KS,66769,2,60
KS,66769,3,40
KS,66769,4,30
KS,66769,5,0
KS,66769,6,0
KS,66770,1,170
KS,66770,2,120
KS,66770,3,80
KS,66770,4,60
KS,66770,5,60
KS,66770,6,0
KS,66771,1,170
KS,66771,2,110
KS,66771,3,70
KS,66771,4,40
KS,66771,5,50
KS,66771,6,0
KS,66772,1,60
KS,66772,2,40
KS,66772,3,30
KS,66772,4,0
KS,66772,5,0
KS,66772,6,0
KS,66773,1,120
KS,66773,2,100
KS,66773,3,40
KS,66773,4,30
KS,66773,5,30
KS,66773,6,0
KS,66776,1,200
KS,66776,2,150
KS,66776,3,80
KS,66776,4,50
KS,66776,5,40
KS,66776,6,0
KS,66777,1,100
KS,66777,2,60
KS,66777,3,30
KS,66777,4,30
KS,66777,5,0
KS,66777,6,0
KS,66779,1,90
KS,66779,2,70
KS,66779,3,70
KS,66779,4,0
KS,66779,5,30
KS,66779,6,0
KS,66780,1,90
KS,66780,2,80
KS,66780,3,30
KS,66780,4,30
KS,66780,5,0
KS,66780,6,0
KS,66781,1,210
KS,66781,2,130
KS,66781,3,90
KS,66781,4,50
KS,66781,5,50
KS,66781,6,0
KS,66783,1,390
KS,66783,2,260
KS,66783,3,150
KS,66783,4,80
KS,66783,5,90
KS,66783,6,0
KS,66801,1,4740
KS,66801,2,3390
KS,66801,3,1850
KS,66801,4,1030
KS,66801,5,980
KS,66801,6,200
KS,66830,1,40
KS,66830,2,40
KS,66830,3,20
KS,66830,4,30
KS,66830,5,0
KS,66830,6,0
KS,66833,1,100
KS,66833,2,50
KS,66833,3,50
KS,66833,4,40
KS,66833,5,30
KS,66833,6,0
KS,66834,1,120
KS,66834,2,110
KS,66834,3,70
KS,66834,4,40
KS,66834,5,40
KS,66834,6,0
KS,66835,1,200
KS,66835,2,120
KS,66835,3,100
KS,66835,4,70
KS,66835,5,70
KS,66835,6,0
KS,66839,1,660
KS,66839,2,370
KS,66839,3,230
KS,66839,4,220
KS,66839,5,330
KS,66839,6,60
KS,66840,1,110
KS,66840,2,90
KS,66840,3,60
KS,66840,4,20
KS,66840,5,40
KS,66840,6,0
KS,66842,1,40
KS,66842,2,30
KS,66842,3,30
KS,66842,4,30
KS,66842,5,0
KS,66842,6,0
KS,66845,1,170
KS,66845,2,130
KS,66845,3,70
KS,66845,4,50
KS,66845,5,50
KS,66845,6,0
KS,66846,1,560
KS,66846,2,400
KS,66846,3,230
KS,66846,4,150
KS,66846,5,170
KS,66846,6,40
KS,66849,1,70
KS,66849,2,60
KS,66849,3,30
KS,66849,4,40
KS,66849,5,20
KS,66849,6,0
KS,66851,1,100
KS,66851,2,50
KS,66851,3,30
KS,66851,4,30
KS,66851,5,0
KS,66851,6,0
KS,66852,1,80
KS,66852,2,80
KS,66852,3,50
KS,66852,4,30
KS,66852,5,30
KS,66852,6,0
KS,66853,1,70
KS,66853,2,40
KS,66853,3,20
KS,66853,4,20
KS,66853,5,0
KS,66853,6,0
KS,66854,1,120
KS,66854,2,100
KS,66854,3,60
KS,66854,4,40
KS,66854,5,30
KS,66854,6,0
KS,66856,1,250
KS,66856,2,160
KS,66856,3,110
KS,66856,4,90
KS,66856,5,120
KS,66856,6,0
KS,66857,1,130
KS,66857,2,110
KS,66857,3,40
KS,66857,4,50
KS,66857,5,50
KS,66857,6,0
KS,66858,1,70
KS,66858,2,40
KS,66858,3,40
KS,66858,4,40
KS,66858,5,0
KS,66858,6,0
KS,66860,1,190
KS,66860,2,130
KS,66860,3,80
KS,66860,4,60
KS,66860,5,60
KS,66860,6,0
KS,66861,1,490
KS,66861,2,350
KS,66861,3,230
KS,66861,4,170
KS,66861,5,140
KS,66861,6,30
KS,66864,1,70
KS,66864,2,50
KS,66864,3,40
KS,66864,4,50
KS,66864,5,0
KS,66864,6,0
KS,66865,1,160
KS,66865,2,110
KS,66865,3,80
KS,66865,4,80
KS,66865,5,70
KS,66865,6,0
KS,66866,1,260
KS,66866,2,170
KS,66866,3,110
KS,66866,4,80
KS,66866,5,70
KS,66866,6,0
KS,66868,1,90
KS,66868,2,80
KS,66868,3,60
KS,66868,4,30
KS,66868,5,40
KS,66868,6,0
KS,66869,1,110
KS,66869,2,100
KS,66869,3,60
KS,66869,4,40
KS,66869,5,20
KS,66869,6,0
KS,66871,1,200
KS,66871,2,140
KS,66871,3,80
KS,66871,4,70
KS,66871,5,90
KS,66871,6,0
KS,66872,1,150
KS,66872,2,110
KS,66872,3,70
KS,66872,4,40
KS,66872,5,40
KS,66872,6,0
KS,66873,1,50
KS,66873,2,50
KS,66873,3,30
KS,66873,4,0
KS,66873,5,0
KS,66873,6,0
KS,66901,1,1190
KS,66901,2,680
KS,66901,3,390
KS,66901,4,250
KS,66901,5,200
KS,66901,6,50
KS,66933,1,60
KS,66933,2,40
KS,66933,3,30
KS,66933,4,0
KS,66933,5,0
KS,66933,6,0
KS,66935,1,500
KS,66935,2,330
KS,66935,3,160
KS,66935,4,90
KS,66935,5,90
KS,66935,6,20
KS,66936,1,50
KS,66936,2,40
KS,66936,3,30
KS,66936,4,20
KS,66936,5,0
KS,66936,6,0
KS,66937,1,150
KS,66937,2,70
KS,66937,3,70
KS,66937,4,40
KS,66937,5,40
KS,66937,6,0
KS,66938,1,160
KS,66938,2,100
KS,66938,3,70
KS,66938,4,50
KS,66938,5,40
KS,66938,6,0
KS,66939,1,90
KS,66939,2,70
KS,66939,3,50
KS,66939,4,20
KS,66939,5,30
KS,66939,6,0
KS,66940,1,60
KS,66940,2,40
KS,66940,3,40
KS,66940,4,0
KS,66940,5,0
KS,66940,6,0
KS,66941,1,40
KS,66941,2,30
KS,66941,3,20
KS,66941,4,30
KS,66941,5,0
KS,66941,6,0
KS,66942,1,50
KS,66942,2,40
KS,66942,3,20
KS,66942,4,0
KS,66942,5,0
KS,66942,6,0
KS,66943,1,90
KS,66943,2,60
KS,66943,3,40
KS,66943,4,40
KS,66943,5,0
KS,66943,6,0
KS,66944,1,40
KS,66944,2,40
KS,66944,3,30
KS,66944,4,0
KS,66944,5,0
KS,66944,6,0
KS,66945,1,180
KS,66945,2,120
KS,66945,3,90
KS,66945,4,50
KS,66945,5,60
KS,66945,6,0
KS,66948,1,70
KS,66948,2,50
KS,66948,3,40
KS,66948,4,20
KS,66948,5,20
KS,66948,6,0
KS,66949,1,120
KS,66949,2,70
KS,66949,3,40
KS,66949,4,40
KS,66949,5,0
KS,66949,6,0
KS,66951,1,120
KS,66951,2,80
KS,66951,3,50
KS,66951,4,30
KS,66951,5,40
KS,66951,6,0
KS,66952,1,80
KS,66952,2,60
KS,66952,3,40
KS,66952,4,0
KS,66952,5,20
KS,66952,6,0
KS,66953,1,120
KS,66953,2,70
KS,66953,3,60
KS,66953,4,30
KS,66953,5,30
KS,66953,6,0
KS,66956,1,230
KS,66956,2,160
KS,66956,3,80
KS,66956,4,50
KS,66956,5,40
KS,66956,6,0
KS,66958,1,60
KS,66958,2,40
KS,66958,3,40
KS,66958,4,0
KS,66958,5,0
KS,66958,6,0
KS,66959,1,50
KS,66959,2,30
KS,66959,3,30
KS,66959,4,0
KS,66959,5,0
KS,66959,6,0
KS,66962,1,50
KS,66962,2,50
KS,66962,3,0
KS,66962,4,20
KS,66962,5,20
KS,66962,6,0
KS,66966,1,110
KS,66966,2,70
KS,66966,3,50
KS,66966,4,30
KS,66966,5,20
KS,66966,6,0
KS,66967,1,410
KS,66967,2,260
KS,66967,3,150
KS,66967,4,80
KS,66967,5,80
KS,66967,6,20
KS,66968,1,320
KS,66968,2,190
KS,66968,3,120
KS,66968,4,80
KS,66968,5,60
KS,66968,6,0
KS,67001,1,270
KS,67001,2,110
KS,67001,3,100
KS,67001,4,80
KS,67001,5,190
KS,67001,6,60
KS,67002,1,1840
KS,67002,2,1100
KS,67002,3,910
KS,67002,4,860
KS,67002,5,1470
KS,67002,6,500
KS,67003,1,450
KS,67003,2,280
KS,67003,3,150
KS,67003,4,80
KS,67003,5,80
KS,67003,6,20
KS,67004,1,120
KS,67004,2,90
KS,67004,3,60
KS,67004,4,40
KS,67004,5,30
KS,67004,6,0
KS,67005,1,2650
KS,67005,2,1910
KS,67005,3,880
KS,67005,4,590
KS,67005,5,590
KS,67005,6,90
KS,67008,1,70
KS,67008,2,50
KS,67008,3,50
KS,67008,4,0
KS,67008,5,20
KS,67008,6,0
KS,67009,1,120
KS,67009,2,80
KS,67009,3,40
KS,67009,4,30
KS,67009,5,20
KS,67009,6,0
KS,67010,1,2060
KS,67010,2,1370
KS,67010,3,910
KS,67010,4,660
KS,67010,5,870
KS,67010,6,160
KS,67013,1,450
KS,67013,2,310
KS,67013,3,230
KS,67013,4,150
KS,67013,5,180
KS,67013,6,20
KS,67017,1,340
KS,67017,2,210
KS,67017,3,150
KS,67017,4,130
KS,67017,5,210
KS,67017,6,60
KS,67019,1,120
KS,67019,2,90
KS,67019,3,60
KS,67019,4,50
KS,67019,5,40
KS,67019,6,0
KS,67020,1,270
KS,67020,2,180
KS,67020,3,120
KS,67020,4,80
KS,67020,5,100
KS,67020,6,0
KS,67022,1,250
KS,67022,2,160
KS,67022,3,100
KS,67022,4,50
KS,67022,5,60
KS,67022,6,0
KS,67024,1,110
KS,67024,2,60
KS,67024,3,50
KS,67024,4,30
KS,67024,5,30
KS,67024,6,0
KS,67025,1,520
KS,67025,2,370
KS,67025,3,290
KS,67025,4,220
KS,67025,5,310
KS,67025,6,60
KS,67026,1,640
KS,67026,2,430
KS,67026,3,340
KS,67026,4,280
KS,67026,5,410
KS,67026,6,70
KS,67029,1,190
KS,67029,2,110
KS,67029,3,60
KS,67029,4,40
KS,67029,5,50
KS,67029,6,0
KS,67030,1,420
KS,67030,2,240
KS,67030,3,170
KS,67030,4,160
KS,67030,5,250
KS,67030,6,90
KS,67031,1,340
KS,67031,2,190
KS,67031,3,150
KS,67031,4,110
KS,67031,5,150
KS,67031,6,0
KS,67035,1,130
KS,67035,2,110
KS,67035,3,70
KS,67035,4,60
KS,67035,5,50
KS,67035,6,0
KS,67037,1,3790
KS,67037,2,2940
KS,67037,3,2100
KS,67037,4,1630
KS,67037,5,2580
KS,67037,6,440
KS,67038,1,70
KS,67038,2,70
KS,67038,3,30
KS,67038,4,30
KS,67038,5,20
KS,67038,6,0
KS,67039,1,460
KS,67039,2,320
KS,67039,3,240
KS,67039,4,180
KS,67039,5,240
KS,67039,6,40
KS,67042,1,2850
KS,67042,2,1730
KS,67042,3,970
KS,67042,4,690
KS,67042,5,730
KS,67042,6,120
KS,67045,1,630
KS,67045,2,380
KS,67045,3,210
KS,67045,4,100
KS,67045,5,120
KS,67045,6,20
KS,67047,1,90
KS,67047,2,80
KS,67047,3,30
KS,67047,4,20
KS,67047,5,20
KS,67047,6,0
KS,67050,1,290
KS,67050,2,160
KS,67050,3,130
KS,67050,4,120
KS,67050,5,210
KS,67050,6,40
KS,67051,1,70
KS,67051,2,50
